,idstring,sample_date,sample_strain,virus_label,fluorophore_label,annotation_space,soma_atlas_id,axonal_endpoint_dict
368,AA0369,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_629': 1, 'count_919': 9, 'count_767': 4, 'count_962': 6, 'count_1015': 49, 'count_935': 29, 'count_940': 1, 'count_610': 3, 'count_434': 1, 'count_442': 6, 'count_542': 3, 'count_1021': 2, 'count_211': 9, 'count_171': 6, 'count_304': 2, 'count_363': 5, 'count_588': 7}"
369,AA0370,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,362,"{'count_629': 8, 'count_262': 7, 'count_803': 1, 'count_672': 36, 'count_363': 36, 'count_304': 22, 'count_1015': 73, 'count_608': 5, 'count_171': 18, 'count_211': 41, 'count_767': 21, 'count_84': 6, 'count_962': 1, 'count_935': 2, 'count_1125': 2, 'count_620': 1, 'count_412': 2}"
370,AA0371,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,362,"{'count_672': 9, 'count_1021': 7, 'count_919': 4, 'count_1015': 82, 'count_304': 10, 'count_363': 22, 'count_84': 2, 'count_1125': 2, 'count_526157192': 11, 'count_288': 4, 'count_667': 1, 'count_767': 86, 'count_211': 24, 'count_935': 13, 'count_588': 6, 'count_962': 12, 'count_296': 1, 'count_656': 5, 'count_171': 2}"
371,AA0372,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,907,"{'count_672': 57, 'count_1021': 18, 'count_767': 57, 'count_648': 37, 'count_844': 86, 'count_526157192': 3, 'count_1102': 1}"
372,AA0373,2017-09-19 19:27:58,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,ccfv3_25um,575,"{'count_672': 179, 'count_440': 4, 'count_630': 1, 'count_783': 4, 'count_956': 6, 'count_484682512': 1, 'count_583': 2, 'count_800': 1, 'count_831': 1, 'count_675': 1, 'count_1085': 3, 'count_962': 1, 'count_84': 4, 'count_363': 4, 'count_767': 4, 'count_1015': 5, 'count_919': 3, 'count_171': 2, 'count_620': 4, 'count_211': 1, 'count_288': 2}"
373,AA0374,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 21, 'count_502': 5, 'count_664': 41, 'count_727': 59, 'count_52': 4, 'count_743': 11, 'count_466': 1, 'count_543': 6}"
374,AA0375,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,502,"{'count_502': 47, 'count_1084': 26, 'count_843': 49, 'count_727': 6, 'count_743': 17, 'count_606826647': 18, 'count_210': 2, 'count_525': 4}"
375,AA0376,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,10703,"{'count_1084': 21, 'count_502': 17, 'count_10703': 1, 'count_743': 36, 'count_727': 6, 'count_1089': 1}"
376,AA0377,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_843': 2, 'count_727': 49, 'count_664': 28, 'count_743': 55, 'count_1084': 2, 'count_502': 3, 'count_543': 1, 'count_1089': 1}"
377,AA0378,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,10703,"{'count_502': 17, 'count_1084': 8, 'count_10703': 7, 'count_1037': 4}"
378,AA0379,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 2, 'count_727': 50, 'count_743': 42, 'count_664': 19, 'count_543': 4, 'count_502': 2}"
379,AA0380,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,502,"{'count_502': 11, 'count_466': 1, 'count_64': 29, 'count_255': 12, 'count_549': 1, 'count_1009': 1, 'count_155': 29, 'count_575': 1}"
380,AA0381,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1037,"{'count_502': 11, 'count_727': 12, 'count_139': 62, 'count_664': 5, 'count_543': 2, 'count_52': 44, 'count_20': 3}"
381,AA0382,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 28, 'count_502': 3, 'count_727': 28, 'count_664': 122, 'count_52': 3, 'count_543': 19, 'count_743': 4, 'count_20': 4, 'count_28': 1, 'count_526': 2}"
382,AA0383,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,502,"{'count_502': 31, 'count_10703': 2, 'count_1084': 24, 'count_1037': 10, 'count_1089': 1, 'count_484682508': 4, 'count_629': 30, 'count_255': 35, 'count_155': 4, 'count_797': 1, 'count_718': 1, 'count_262': 2}"
383,AA0384,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,10703,"{'count_10703': 6, 'count_1084': 4, 'count_502': 3, 'count_727': 66, 'count_664': 2, 'count_139': 6, 'count_52': 6}"
384,AA0385,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,10703,"{'count_1084': 35, 'count_843': 2, 'count_743': 3, 'count_502': 22, 'count_484682508': 4, 'count_1037': 4, 'count_484682470': 1, 'count_10703': 5}"
385,AA0386,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 23, 'count_743': 44, 'count_727': 59, 'count_543': 5, 'count_664': 18, 'count_502': 1}"
386,AA0387,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 8, 'count_727': 8, 'count_1037': 1, 'count_502': 9, 'count_10703': 9}"
387,AA0388,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_733': 72, 'count_629': 18, 'count_685': 210, 'count_725': 24, 'count_313': 2, 'count_549': 16, 'count_741': 2, 'count_804': 1}"
388,AA0389,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,797,"{'count_56': 6, 'count_159': 6, 'count_672': 1, 'count_477': 2, 'count_258': 6, 'count_1097': 3, 'count_795': 9, 'count_313': 6, 'count_771': 7, 'count_1091': 2, 'count_78': 1, 'count_101': 1, 'count_872': 1, 'count_1093': 4, 'count_358': 1, 'count_128': 1, 'count_924': 1, 'count_612': 1, 'count_898': 1, 'count_679': 1, 'count_238': 1, 'count_828': 3, 'count_658': 1, 'count_698': 2, 'count_564': 9, 'count_639': 2, 'count_403': 3, 'count_334': 2, 'count_803': 5, 'count_559': 1, 'count_596': 4, 'count_997': 1, 'count_342': 2, 'count_1022': 1, 'count_551': 4, 'count_952': 3, 'count_28': 1, 'count_579': 1, 'count_303': 9, 'count_298': 1, 'count_814': 2, 'count_597': 2, 'count_754': 1, 'count_266': 2, 'count_310': 4, 'count_463': 1, 'count_382': 7, 'count_10703': 2, 'count_502': 3, 'count_687': 1, 'count_19': 2, 'count_940': 1, 'count_772': 1, 'count_484682516': 1, 'count_63': 1, 'count_1054': 1, 'count_556': 2, 'count_827': 1, 'count_707': 1, 'count_351': 1}"
389,AA0390,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,526157192,"{'count_797': 3, 'count_262': 11, 'count_803': 5, 'count_362': 28, 'count_599': 9, 'count_907': 3, 'count_549': 5, 'count_366': 7, 'count_629': 16, 'count_685': 6, 'count_149': 2, 'count_1020': 8, 'count_575': 1, 'count_6': 1, 'count_930': 2, 'count_526157196': 2, 'count_526157192': 5}"
390,AA0391,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,629,"{'count_629': 18, 'count_718': 6, 'count_672': 33, 'count_363': 28, 'count_211': 4, 'count_304': 8, 'count_935': 9, 'count_767': 32, 'count_1015': 19, 'count_962': 43, 'count_656': 15, 'count_None': 5, 'count_320': 6, 'count_943': 19, 'count_1094': 1, 'count_526157192': 11, 'count_84': 1, 'count_919': 2, 'count_171': 1, 'count_940': 1, 'count_648': 7, 'count_844': 2, 'count_113': 4}"
391,AA0392,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 4, 'count_743': 17, 'count_727': 93, 'count_502': 2, 'count_1089': 1, 'count_664': 17, 'count_543': 3, 'count_843': 1}"
392,AA0393,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,363,"{'count_363': 47, 'count_304': 36, 'count_171': 31, 'count_526157192': 1, 'count_656': 6, 'count_767': 6, 'count_620': 1, 'count_608': 3, 'count_526157196': 3, 'count_84': 1, 'count_1015': 1, 'count_956': 2, 'count_844': 1, 'count_680': 2, 'count_672': 101, 'count_56': 2, 'count_1022': 14, 'count_477': 1, 'count_910': 1, 'count_667': 1, 'count_527696977': 1}"
393,AA0394,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_685': 3, 'count_629': 23, 'count_1020': 12, 'count_262': 13, 'count_194': 1, 'count_803': 2, 'count_797': 3, 'count_907': 18, 'count_362': 9, 'count_599': 4, 'count_733': 4, 'count_575': 5, 'count_366': 2, 'count_1021': 1}"
394,AA0395,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_962': 48, 'count_767': 55, 'count_363': 19, 'count_656': 6, 'count_597': 1, 'count_159': 1, 'count_56': 4, 'count_1021': 1, 'count_351': 1, 'count_342': 2, 'count_940': 2, 'count_620': 1, 'count_171': 1, 'count_956': 1, 'count_304': 4, 'count_526157192': 1, 'count_1015': 7}"
395,AA0396,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,526157192,"{'count_783': 6, 'count_1101': 14, 'count_648': 2, 'count_767': 29, 'count_526157192': 31, 'count_526157196': 27, 'count_630': 5, 'count_1015': 12, 'count_1021': 30, 'count_844': 4, 'count_9': 9, 'count_1111': 2, 'count_1125': 4, 'count_440': 2, 'count_672': 40, 'count_814': 2, 'count_597': 1, 'count_84': 5, 'count_608': 4, 'count_956': 2, 'count_638': 4, 'count_187': 1, 'count_579': 6, 'count_484682516': 1, 'count_857': 6, 'count_1058': 2, 'count_977': 4, 'count_988': 4, 'count_139': 4, 'count_692': 1, 'count_919': 1, 'count_565': 3, 'count_1046': 1, 'count_312782566': 3, 'count_33': 8, 'count_778': 1, 'count_312782620': 2}"
396,AA0397,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 62, 'count_656': 65, 'count_962': 18, 'count_943': 12, 'count_320': 23, 'count_1090': 12, 'count_1058': 11, 'count_1010': 3, 'count_897': 11, 'count_1106': 9, 'count_427': 3, 'count_873': 45, 'count_None': 1, 'count_234': 1, 'count_857': 1, 'count_648': 6, 'count_844': 6, 'count_450': 11, 'count_889': 4, 'count_1102': 3, 'count_182305709': 1, 'count_558': 7, 'count_838': 2, 'count_981': 4, 'count_893': 1, 'count_806': 17, 'count_484682512': 2, 'count_672': 72, 'count_862': 2, 'count_945': 1, 'count_1021': 7, 'count_583': 1, 'count_579': 2, 'count_97': 2, 'count_56': 10, 'count_484682516': 1, 'count_1035': 2, 'count_940': 1, 'count_630': 2, 'count_608': 2, 'count_440': 6, 'count_910': 2, 'count_363': 2, 'count_171': 1, 'count_783': 1, 'count_956': 6, 'count_84': 1, 'count_488': 1, 'count_526157196': 1, 'count_952': 2, 'count_831': 1, 'count_605': 6, 'count_961': 3, 'count_551': 1, 'count_544': 4, 'count_919': 3, 'count_593': 1, 'count_478': 1, 'count_182305693': 6, 'count_201': 2, 'count_312782608': 1}"
397,AA0398,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1021,"{'count_1021': 11, 'count_262': 21, 'count_629': 32, 'count_1020': 11, 'count_907': 20, 'count_930': 5, 'count_549': 1, 'count_685': 10, 'count_599': 5, 'count_362': 3, 'count_575': 1, 'count_189': 2, 'count_733': 1}"
398,AA0399,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,718,"{'count_930': 265, 'count_907': 3, 'count_1020': 95, 'count_733': 1, 'count_560581551': 6, 'count_563807435': 2, 'count_549': 1}"
399,AA0400,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 17, 'count_672': 83, 'count_484682512': 2, 'count_956': 8, 'count_1022': 5, 'count_656': 9, 'count_1015': 4, 'count_962': 10, 'count_935': 8, 'count_211': 1, 'count_320': 5, 'count_171': 1, 'count_943': 1, 'count_648': 1, 'count_477': 3, 'count_6': 1, 'count_1021': 1}"
400,AA0401,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1021,"{'count_1021': 43, 'count_844': 19, 'count_1102': 13, 'count_889': 8, 'count_862': 27, 'count_1090': 1, 'count_857': 11, 'count_1058': 3, 'count_767': 9, 'count_638': 11, 'count_783': 10, 'count_344': 1, 'count_988': 1, 'count_672': 15, 'count_579': 4, 'count_703': 1, 'count_477': 2, 'count_544': 1, 'count_940': 2, 'count_956': 2, 'count_440': 5, 'count_526157196': 5, 'count_526157192': 7, 'count_1101': 1, 'count_630': 4, 'count_484682512': 1, 'count_648': 5}"
401,AA0402,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_656': 7, 'count_962': 27, 'count_363': 9, 'count_767': 20, 'count_526157192': 4, 'count_667': 7, 'count_783': 10, 'count_844': 1, 'count_583': 1, 'count_477': 1, 'count_56': 4, 'count_526157196': 1, 'count_956': 1, 'count_163': 3, 'count_1101': 2}"
402,AA0403,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,608,"{'count_608': 22, 'count_783': 3, 'count_800': 1, 'count_583': 2, 'count_440': 5, 'count_962': 15, 'count_171': 9, 'count_363': 3, 'count_526157196': 1, 'count_667': 2, 'count_68': 1, 'count_630': 5, 'count_448': 2, 'count_211': 1, 'count_304': 12, 'count_767': 5, 'count_84': 3, 'count_672': 71, 'count_956': 1, 'count_810': 1, 'count_940': 1, 'count_819': 1, 'count_656': 4, 'count_935': 1, 'count_675': 1}"
403,AA0404,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1021,"{'count_1021': 15, 'count_767': 10, 'count_962': 11, 'count_648': 7, 'count_943': 7, 'count_844': 1, 'count_526157196': 11, 'count_667': 4, 'count_672': 10, 'count_477': 1, 'count_182305697': 1, 'count_182305693': 3, 'count_1102': 1, 'count_1035': 1, 'count_1090': 2, 'count_412': 3, 'count_448': 1, 'count_630': 1, 'count_783': 1, 'count_1101': 2, 'count_656': 4, 'count_363': 1, 'count_84': 1, 'count_211': 4, 'count_434': 1, 'count_940': 3}"
404,AA0405,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,262,"{'count_560581551': 11, 'count_128': 18, 'count_930': 101, 'count_549': 39, 'count_609': 21, 'count_599': 3, 'count_741': 44, 'count_313': 66, 'count_149': 1, 'count_215': 22, 'count_50': 3, 'count_795': 4, 'count_595': 11, 'count_362': 2, 'count_414': 7, 'count_189': 6, 'count_422': 7, 'count_685': 4, 'count_1088': 7, 'count_563807435': 18, 'count_181': 1}"
405,AA0406,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,608,"{'count_608': 2, 'count_630': 1, 'count_440': 2, 'count_1021': 1, 'count_526157196': 2, 'count_629': 4, 'count_362': 34, 'count_59': 3, 'count_599': 2, 'count_907': 3, 'count_1020': 4, 'count_575': 3, 'count_262': 1, 'count_685': 4, 'count_560581551': 1, 'count_218': 1, 'count_930': 1}"
406,AA0407,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_767': 24, 'count_656': 13, 'count_672': 86, 'count_882': 2, 'count_940': 1, 'count_962': 13, 'count_304': 3, 'count_68': 1, 'count_526157196': 1, 'count_132': 1, 'count_1085': 1, 'count_1021': 1}"
407,AA0408,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1021,"{'count_767': 1, 'count_1021': 25, 'count_648': 4, 'count_844': 15, 'count_1102': 30, 'count_974': 1, 'count_862': 11, 'count_783': 13, 'count_1101': 8, 'count_638': 5, 'count_187': 5, 'count_526157196': 1, 'count_672': 46, 'count_484682512': 1, 'count_956': 1, 'count_84': 1, 'count_940': 1, 'count_952': 1, 'count_579': 1, 'count_314': 1, 'count_477': 2, 'count_544': 4}"
408,AA0409,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_672': 70, 'count_440': 1, 'count_956': 2, 'count_962': 14, 'count_None': 1, 'count_656': 14, 'count_675': 1, 'count_767': 6, 'count_320': 5, 'count_648': 2, 'count_943': 12}"
409,AA0410,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1021,"{'count_1021': 71, 'count_767': 39, 'count_84': 1, 'count_526157192': 2, 'count_363': 1, 'count_962': 3}"
410,AA0411,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 37, 'count_672': 44, 'count_579': 1, 'count_783': 2, 'count_477': 1, 'count_998': 2, 'count_526157196': 1, 'count_1101': 43, 'count_328': 10, 'count_956': 2, 'count_1031': 1, 'count_342': 2, 'count_803': 3, 'count_488': 1, 'count_84': 1, 'count_363': 6, 'count_526157192': 2, 'count_304': 1, 'count_1021': 1, 'count_962': 3, 'count_656': 2, 'count_648': 5, 'count_943': 8}"
411,AA0412,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 11, 'count_656': 5, 'count_862': 1, 'count_844': 2, 'count_648': 5, 'count_943': 13, 'count_320': 18, 'count_1021': 3, 'count_962': 3, 'count_450': 2, 'count_526157196': 1, 'count_672': 76, 'count_956': 2, 'count_171': 1, 'count_1022': 8, 'count_6': 1, 'count_484682516': 1, 'count_630': 2}"
412,AA0413,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 16, 'count_962': 5, 'count_648': 1, 'count_862': 7, 'count_806': 4, 'count_1035': 3, 'count_672': 59, 'count_342': 4, 'count_559': 2, 'count_783': 1, 'count_844': 1, 'count_579': 1, 'count_526157196': 1, 'count_956': 2}"
413,AA0414,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,1084,"{'count_1084': 8, 'count_664': 72, 'count_543': 16, 'count_727': 44, 'count_139': 2, 'count_526': 1, 'count_502': 1, 'count_743': 1, 'count_1089': 1}"
414,AA0415,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 10, 'count_656': 5, 'count_672': 19, 'count_262': 2, 'count_6': 1, 'count_803': 2, 'count_685': 3, 'count_366': 1, 'count_1020': 1, 'count_930': 4, 'count_797': 1, 'count_1097': 1, 'count_1031': 1, 'count_470': 1, 'count_313': 1, 'count_924': 2, 'count_697': 2, 'count_146': 5, 'count_574': 2, 'count_931': 3, 'count_771': 5, 'count_526157196': 1, 'count_962': 1}"
415,AA0416,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_962': 17, 'count_767': 56, 'count_667': 3, 'count_363': 2, 'count_656': 5, 'count_956': 2, 'count_672': 55, 'count_440': 1, 'count_783': 1, 'count_1101': 1, 'count_873': 12, 'count_806': 1, 'count_893': 2, 'count_862': 1}"
416,AA0417,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,363,"{'count_363': 28, 'count_1015': 2, 'count_171': 1, 'count_672': 109, 'count_831': 1, 'count_638': 7, 'count_940': 2, 'count_304': 7, 'count_211': 5, 'count_962': 2, 'count_84': 1, 'count_767': 1, 'count_956': 1, 'count_56': 3, 'count_579': 1, 'count_703': 1, 'count_1022': 6}"
417,AA0418,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_767': 54, 'count_1015': 3, 'count_962': 2, 'count_363': 4, 'count_171': 1, 'count_1125': 3, 'count_1021': 4, 'count_940': 1}"
418,AA0419,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_767': 43, 'count_962': 13, 'count_672': 81, 'count_956': 2, 'count_1022': 2, 'count_477': 1, 'count_940': 1, 'count_526157192': 4, 'count_667': 2, 'count_1021': 1, 'count_943': 8, 'count_648': 3, 'count_320': 2, 'count_656': 1, 'count_211': 1, 'count_1015': 2}"
419,AA0420,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,463,"{'count_997': 2, 'count_382': 194, 'count_463': 44, 'count_423': 6, 'count_10703': 4, 'count_581': 3, 'count_258': 3, 'count_449': 1, 'count_484682516': 2, 'count_250': 1}"
420,AA0421,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_672': 86, 'count_484682512': 1, 'count_956': 1, 'count_844': 2, 'count_882': 2, 'count_1108': 2, 'count_1085': 1, 'count_962': 13, 'count_211': 2, 'count_767': 6, 'count_363': 1, 'count_910': 1}"
421,AA0422,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,767,"{'count_767': 41, 'count_656': 5, 'count_304': 1, 'count_1015': 1, 'count_1021': 2, 'count_844': 1, 'count_648': 1, 'count_672': 54, 'count_956': 1, 'count_943': 14, 'count_962': 2, 'count_320': 5, 'count_84': 1, 'count_363': 2}"
422,AA0423,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,502,"{'count_502': 30, 'count_1084': 5, 'count_1037': 50, 'count_255': 54, 'count_1113': 2}"
423,AA0424,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_767': 35, 'count_1015': 7, 'count_962': 5, 'count_656': 2, 'count_363': 24, 'count_526157192': 1, 'count_1021': 3, 'count_304': 6, 'count_171': 1, 'count_84': 3, 'count_132': 1, 'count_783': 1}"
424,AA0425,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,304,"{'count_1015': 16, 'count_363': 63, 'count_211': 10, 'count_304': 32, 'count_171': 12, 'count_767': 5, 'count_656': 6, 'count_935': 8, 'count_962': 12, 'count_84': 5, 'count_956': 4, 'count_672': 31, 'count_1022': 4, 'count_526157192': 1}"
425,AA0426,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,962,"{'count_672': 44, 'count_1022': 1, 'count_526322264': 1, 'count_767': 17, 'count_962': 17, 'count_440': 1, 'count_304': 5, 'count_956': 1, 'count_783': 3, 'count_638': 2, 'count_1021': 1, 'count_844': 1, 'count_945': 2, 'count_943': 15, 'count_656': 1, 'count_1128': 2, 'count_648': 1, 'count_608': 1, 'count_630': 1, 'count_579': 1}"
426,AA0427,2017-09-25 17:59:45,C57BL/6N,AAV2/1 Cre+GFP,eGFP,ccfv3_25um,608,"{'count_1038': 22, 'count_889': 9, 'count_182305709': 1, 'count_862': 5, 'count_1070': 1, 'count_1021': 7, 'count_919': 6, 'count_945': 4, 'count_767': 1, 'count_608': 2, 'count_672': 96, 'count_440': 8, 'count_675': 2, 'count_783': 3, 'count_484682512': 1}"
427,AA0428,2017-09-25 17:59:45,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,ccfv3_25um,194,"{'count_1097': 25, 'count_313': 8, 'count_946': 15, 'count_194': 16, 'count_614': 1, 'count_525': 1, 'count_753': 1, 'count_54': 1, 'count_128': 9, 'count_364': 2, 'count_342': 1, 'count_226': 1, 'count_797': 3, 'count_63': 1, 'count_803': 1, 'count_749': 1, 'count_795': 9, 'count_336': 1, 'count_634': 1, 'count_549009211': 1, 'count_214': 5, 'count_1052': 1}"
428,AA0429,2017-10-31 15:26:25,C57BL/6N,EnvA-GFP-Rabies,"Immunolabeled with anti-GFP, Alexa-488",ccfv3_25um,989,"{'count_728': 8, 'count_989': 4, 'count_91': 2, 'count_372': 1, 'count_867': 4, 'count_7': 1, 'count_771': 11, 'count_354': 13, 'count_123': 2, 'count_549009215': 1, 'count_1093': 2, 'count_202': 35, 'count_852': 1, 'count_225': 19, 'count_136': 2, 'count_970': 8, 'count_1048': 18, 'count_169': 1, 'count_765': 2, 'count_209': 1, 'count_1116': 8, 'count_653': 8, 'count_798': 1, 'count_898': 2, 'count_358': 3, 'count_512': 2, 'count_850': 2}"
429,AA0430,2017-10-31 15:26:25,C57BL/6N,AAV2/1.FLEX-TVA and G,"Immunolabeled with anti-GFP, Alexa-488",ccfv3_25um,354,"{'count_1107': 27, 'count_136': 12, 'count_1098': 2, 'count_955': 17, 'count_354': 13, 'count_1048': 42, 'count_978': 30, 'count_1093': 14, 'count_146': 1, 'count_83': 4}"
430,AA0431,2017-10-31 15:26:25,C57BL/6N,AAV2/1.FLEX-TVA and G,"Immunolabeled with anti-GFP, Alexa-488",ccfv3_25um,354,"{'count_1049': 2, 'count_96': 1, 'count_354': 1, 'count_984': 17, 'count_976': 9, 'count_1091': 7, 'count_728': 3, 'count_512': 1, 'count_1033': 1}"
