,idstring,sample_date,sample_strain,virus_label,fluorophore_label,annotation_space,soma_atlas_id,axonal_endpoint_dict
649,AA0650,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 5, 'count_362': 22, 'count_930': 10, 'count_609': 1, 'count_575': 2, 'count_189': 66, 'count_599': 45, 'count_549': 9, 'count_907': 16, 'count_59': 3, 'count_366': 27, 'count_685': 12, 'count_1096': 5, 'count_181': 3, 'count_629': 1, 'count_803': 1, 'count_194': 3, 'count_1097': 2}"
650,AA0651,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,ccfv3_25um,629,"{'count_718': 3, 'count_1021': 2, 'count_767': 6, 'count_484682512': 2, 'count_844': 7, 'count_648': 6, 'count_672': 210, 'count_733': 1}"
651,AA0652,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,648,"{'count_844': 3, 'count_1092': 3, 'count_718': 2, 'count_733': 10, 'count_685': 2, 'count_629': 3, 'count_1020': 9, 'count_930': 5, 'count_189': 1, 'count_366': 2, 'count_907': 2, 'count_575': 1}"
652,AA0653,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_1021': 3, 'count_1101': 10, 'count_783': 3, 'count_672': 12, 'count_342': 1, 'count_559': 2, 'count_1022': 3, 'count_767': 20, 'count_962': 54, 'count_943': 3, 'count_656': 21, 'count_803': 2, 'count_6': 1}"
653,AA0654,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 15, 'count_629': 7, 'count_262': 6, 'count_685': 7, 'count_1020': 10, 'count_907': 2, 'count_930': 2, 'count_362': 4, 'count_741': 4, 'count_599': 1}"
654,AA0655,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_962': 62, 'count_667': 36, 'count_68': 26, 'count_656': 27, 'count_767': 51, 'count_507': 1, 'count_698': 2, 'count_526157192': 16, 'count_783': 7, 'count_440': 3, 'count_488': 1, 'count_672': 52, 'count_583': 2, 'count_1101': 7, 'count_328': 9, 'count_996': 1, 'count_1021': 5, 'count_1022': 11, 'count_803': 2, 'count_956': 1, 'count_363': 1}"
655,AA0656,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_1021': 14, 'count_767': 28, 'count_783': 11, 'count_675': 1, 'count_440': 12, 'count_844': 41, 'count_648': 23, 'count_630': 3, 'count_882': 6, 'count_672': 13, 'count_56': 6, 'count_484682512': 3, 'count_484682516': 3, 'count_1108': 2, 'count_1102': 8, 'count_2': 2, 'count_952': 16, 'count_28': 4, 'count_139': 4, 'count_335': 2, 'count_579': 1, 'count_583': 1, 'count_831': 1, 'count_1101': 4, 'count_862': 1, 'count_927': 1, 'count_945': 1, 'count_943': 2}"
656,AA0657,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,971,"{'count_382': 97, 'count_484682470': 45, 'count_502': 46, 'count_335': 1, 'count_28': 15, 'count_312782648': 1, 'count_20': 8, 'count_139': 7, 'count_52': 11, 'count_1089': 30, 'count_579': 2, 'count_543': 2, 'count_466': 14, 'count_743': 3, 'count_484682520': 1, 'count_786': 1, 'count_971': 4, 'count_443': 9, 'count_430': 5, 'count_542': 2, 'count_687': 3}"
657,AA0658,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,943,"{'count_962': 35, 'count_648': 12, 'count_320': 16, 'count_943': 130, 'count_844': 3, 'count_484682516': 2, 'count_767': 9, 'count_1111': 1, 'count_9': 1, 'count_312782558': 1, 'count_312782616': 1, 'count_656': 2, 'count_442': 1, 'count_434': 2}"
658,AA0659,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,962,"{'count_962': 78, 'count_767': 20, 'count_656': 4, 'count_783': 3, 'count_1101': 10, 'count_943': 16, 'count_648': 4, 'count_956': 1, 'count_1021': 1, 'count_844': 1, 'count_320': 10}"
659,AA0660,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_767': 8, 'count_962': 124, 'count_656': 106, 'count_935': 4, 'count_None': 9}"
660,AA0661,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,382,"{'count_502': 3, 'count_484682470': 13, 'count_382': 86, 'count_466': 7, 'count_443': 6, 'count_477': 1, 'count_258': 21, 'count_423': 2, 'count_463': 7, 'count_333': 2, 'count_310': 2, 'count_10703': 1}"
661,AA0662,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,320,"{'count_943': 100, 'count_320': 11, 'count_113': 2, 'count_1030': 1, 'count_450': 1, 'count_854': 3, 'count_648': 12, 'count_844': 4, 'count_484682516': 1, 'count_672': 1, 'count_962': 1, 'count_767': 1}"
662,AA0663,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_962': 9, 'count_767': 1, 'count_None': 3, 'count_656': 20, 'count_320': 3, 'count_943': 4, 'count_1021': 1, 'count_507': 11, 'count_448': 9, 'count_538': 5, 'count_328': 3, 'count_412': 2, 'count_698': 3, 'count_996': 2, 'count_704': 1, 'count_694': 1, 'count_1108': 2, 'count_672': 54, 'count_583': 3, 'count_783': 1}"
663,AA0664,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 59, 'count_1021': 3, 'count_1015': 4, 'count_363': 13, 'count_962': 4}"
664,AA0665,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,320,"{'count_800': 7, 'count_583': 2, 'count_648': 3, 'count_943': 22, 'count_962': 1, 'count_312782604': 6, 'count_312782608': 12, 'count_1070': 2, 'count_182305697': 3, 'count_182305693': 4, 'count_981': 2, 'count_854': 1, 'count_625': 1, 'count_320': 11}"
665,AA0666,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,962,"{'count_1102': 2, 'count_974': 3, 'count_950': 1, 'count_1035': 2, 'count_806': 1, 'count_767': 22, 'count_1021': 8, 'count_648': 9, 'count_943': 51, 'count_962': 28, 'count_484682512': 2, 'count_656': 1, 'count_844': 2, 'count_320': 17, 'count_None': 1, 'count_450': 1}"
666,AA0667,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 8, 'count_629': 9, 'count_560581551': 3, 'count_1020': 12, 'count_907': 3, 'count_549': 3, 'count_690': 3, 'count_366': 14, 'count_1104': 1, 'count_599': 1, 'count_181': 2, 'count_733': 5, 'count_189': 1, 'count_575': 1, 'count_930': 5, 'count_962': 10}"
667,AA0668,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_962': 107, 'count_656': 96, 'count_6': 6, 'count_672': 1, 'count_1022': 42, 'count_803': 9, 'count_1031': 13, 'count_342': 7, 'count_844': 2, 'count_1021': 4, 'count_320': 18, 'count_943': 1, 'count_767': 102, 'count_None': 1}"
668,AA0669,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,767,"{'count_767': 26, 'count_962': 149, 'count_320': 15, 'count_656': 23}"
669,AA0670,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,962,"{'count_962': 4, 'count_767': 5, 'count_672': 141, 'count_1022': 17, 'count_873': 14, 'count_806': 15, 'count_484682516': 1, 'count_1090': 6, 'count_1021': 8, 'count_579': 2, 'count_908': 2, 'count_831': 1, 'count_484682512': 1, 'count_783': 1, 'count_956': 1, 'count_656': 5, 'count_940': 1, 'count_844': 9, 'count_648': 2, 'count_1102': 2}"
670,AA0671,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_656': 21, 'count_962': 55, 'count_342': 2, 'count_672': 24, 'count_1022': 3, 'count_1021': 1, 'count_943': 5, 'count_320': 2, 'count_767': 10, 'count_630': 1, 'count_526157196': 1, 'count_448': 2, 'count_526157192': 1, 'count_364': 2, 'count_803': 2, 'count_303': 24, 'count_1105': 2, 'count_884': 1, 'count_544': 6, 'count_579': 1, 'count_477': 1}"
671,AA0672,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,962,"{'count_672': 50, 'count_1021': 3, 'count_484682512': 1, 'count_831': 1, 'count_648': 6, 'count_1101': 1, 'count_943': 2, 'count_1085': 1, 'count_962': 29, 'count_656': 14, 'count_767': 11}"
672,AA0673,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,320,"{'count_320': 22, 'count_943': 45, 'count_648': 12, 'count_962': 1, 'count_767': 1, 'count_844': 5}"
673,AA0674,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,ccfv3_25um,656,"{'count_672': 16, 'count_648': 5, 'count_962': 9, 'count_943': 12, 'count_940': 1, 'count_656': 5, 'count_767': 1, 'count_702': 2, 'count_974': 5, 'count_854': 2, 'count_577': 1, 'count_657': 3, 'count_320': 4}"
674,AA0675,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_844': 3, 'count_434': 1, 'count_211': 29, 'count_656': 116, 'count_962': 60, 'count_767': 44, 'count_484682516': 4, 'count_320': 22, 'count_None': 15, 'count_1015': 10, 'count_935': 37, 'count_171': 2, 'count_919': 2, 'count_648': 2, 'count_943': 6, 'count_630': 15, 'count_704': 3, 'count_538': 3, 'count_507': 2, 'count_188': 2, 'count_412': 3, 'count_667': 2, 'count_940': 1, 'count_1021': 8, 'count_288': 6, 'count_1125': 4, 'count_84': 1}"
675,AA0676,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682520,"{'count_484682520': 16, 'count_821': 7, 'count_778': 2, 'count_613': 7, 'count_573': 14, 'count_377': 1, 'count_121': 3, 'count_593': 16, 'count_74': 5, 'count_973': 5, 'count_269': 1, 'count_902': 2, 'count_312782582': 1, 'count_721': 5, 'count_421': 11, 'count_843': 2, 'count_750': 4}"
676,AA0677,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682520,"{'count_778': 29, 'count_33': 7, 'count_305': 1, 'count_484682520': 7, 'count_721': 1, 'count_218': 26, 'count_1072': 1, 'count_325': 1, 'count_733': 3, 'count_549': 5, 'count_484682524': 1, 'count_262': 4, 'count_496345668': 1, 'count_1020': 3, 'count_916': 1, 'count_1092': 1, 'count_971': 1}"
677,AA0678,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,312782594,"{'count_312782590': 37, 'count_312782594': 16, 'count_312782586': 4, 'count_573': 1, 'count_613': 5, 'count_218': 15, 'count_1072': 3, 'count_1079': 1, 'count_1088': 3, 'count_1020': 4, 'count_549': 6, 'count_1029': 3, 'count_215': 2, 'count_484682524': 5, 'count_733': 1, 'count_262': 5, 'count_575': 1, 'count_325': 4, 'count_797': 2}"
678,AA0679,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,74,"{'count_971': 5, 'count_33': 35, 'count_305': 2, 'count_74': 26, 'count_484682520': 9, 'count_156': 11, 'count_1038': 2, 'count_601': 2, 'count_729': 1, 'count_847': 8, 'count_312782594': 3, 'count_613': 5, 'count_484682512': 1, 'count_778': 13, 'count_249': 1, 'count_672': 12, 'count_954': 5, 'count_312782586': 1, 'count_233': 1, 'count_289': 3}"
679,AA0680,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,74,"{'count_74': 41, 'count_613': 16, 'count_312782620': 7, 'count_601': 6, 'count_233': 6, 'count_312782616': 3, 'count_33': 45, 'count_778': 21, 'count_484682520': 4, 'count_121': 1, 'count_305': 2, 'count_971': 2, 'count_821': 2}"
680,AA0681,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,10703,"{'count_10703': 1, 'count_1084': 1, 'count_502': 1, 'count_543': 11, 'count_727': 36, 'count_664': 17, 'count_139': 2}"
681,AA0682,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_543': 5, 'count_664': 43, 'count_727': 4}"
682,AA0683,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682470,"{'count_685': 30, 'count_1104': 127, 'count_629': 27, 'count_1096': 49, 'count_189': 4, 'count_549': 9, 'count_181': 1, 'count_1120': 1, 'count_1113': 1, 'count_564': 8, 'count_258': 6, 'count_477': 2, 'count_310': 3, 'count_484682470': 7}"
683,AA0684,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_502': 29, 'count_1084': 21, 'count_1037': 2, 'count_255': 57, 'count_436': 1, 'count_629': 84, 'count_1104': 12, 'count_262': 4, 'count_549': 2, 'count_1097': 1, 'count_258': 1, 'count_1089': 1}"
684,AA0685,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682470,"{'count_56': 88, 'count_258': 7, 'count_900': 1, 'count_698': 12, 'count_477': 1, 'count_564': 4, 'count_980': 1, 'count_129': 1, 'count_946': 1, 'count_1097': 7, 'count_606826647': 2, 'count_606826651': 2, 'count_436': 3, 'count_576073704': 1, 'count_1009': 1, 'count_181': 6, 'count_560581559': 1, 'count_797': 1, 'count_88': 3, 'count_908': 1, 'count_452': 1, 'count_484682470': 4}"
685,AA0686,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_743': 7, 'count_727': 72, 'count_664': 33, 'count_543': 7, 'count_502': 8, 'count_139': 3, 'count_10703': 1, 'count_1084': 3}"
686,AA0687,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_484682470': 11, 'count_10703': 1, 'count_502': 5, 'count_1096': 45, 'count_1104': 42, 'count_255': 19, 'count_15': 1, 'count_549': 1, 'count_629': 10, 'count_436': 1}"
687,AA0688,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_606826647': 26, 'count_606826659': 6, 'count_1097': 1, 'count_564': 1, 'count_502': 32, 'count_843': 99, 'count_727': 6, 'count_743': 15, 'count_430': 4, 'count_687': 1, 'count_1037': 1, 'count_1084': 2}"
688,AA0689,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 7, 'count_727': 61, 'count_743': 18, 'count_543': 1, 'count_664': 10, 'count_502': 4}"
689,AA0690,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 10, 'count_664': 21, 'count_727': 60, 'count_743': 12, 'count_502': 2, 'count_543': 5, 'count_526': 1}"
690,AA0691,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682520,"{'count_593': 26, 'count_821': 4, 'count_74': 8, 'count_312782594': 1, 'count_484682520': 14, 'count_573': 11, 'count_121': 3, 'count_973': 6, 'count_421': 10, 'count_721': 4, 'count_33': 1, 'count_902': 8, 'count_778': 2, 'count_613': 1, 'count_750': 11, 'count_269': 3, 'count_971': 2, 'count_843': 1, 'count_869': 2}"
691,AA0692,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_450': 8, 'count_854': 17, 'count_577': 11, 'count_625': 85, 'count_113': 14, 'count_945': 25, 'count_1128': 32, 'count_648': 90, 'count_844': 55, 'count_320': 15, 'count_None': 7, 'count_943': 34, 'count_478': 3, 'count_1094': 7, 'count_1030': 24, 'count_962': 1, 'count_484682512': 1, 'count_940': 1, 'count_182305701': 1, 'count_672': 25}"
692,AA0693,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_844': 3, 'count_1006': 12, 'count_312782550': 21, 'count_670': 3, 'count_312782562': 1, 'count_312782554': 6, 'count_312782566': 1, 'count_312782558': 1, 'count_9': 3, 'count_1111': 6, 'count_320': 3, 'count_1030': 8, 'count_981': 1, 'count_None': 7, 'count_1086': 1, 'count_484682516': 1, 'count_943': 19, 'count_962': 1, 'count_767': 1, 'count_882': 2, 'count_648': 5, 'count_1128': 6, 'count_113': 11, 'count_1094': 3, 'count_478': 1, 'count_940': 2, 'count_671': 1, 'count_854': 1}"
693,AA0694,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,1020,"{'count_629': 6, 'count_733': 5, 'count_590': 9, 'count_687': 4, 'count_542': 52, 'count_971': 1, 'count_940': 1, 'count_1037': 11, 'count_502': 2, 'count_484682516': 1, 'count_430': 11, 'count_622': 2, 'count_None': 4}"
694,AA0695,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 31, 'count_502': 8, 'count_727': 77, 'count_664': 3, 'count_743': 11, 'count_543': 4}"
695,AA0696,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,10703,"{'count_502': 4, 'count_727': 44, 'count_664': 15, 'count_543': 1, 'count_10703': 2}"
696,AA0697,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682470,"{'count_502': 14, 'count_484682470': 2, 'count_590': 22, 'count_940': 2, 'count_430': 1, 'count_542': 4, 'count_971': 1, 'count_687': 1, 'count_1037': 1, 'count_139': 5, 'count_28': 1, 'count_579': 1, 'count_549': 2, 'count_690': 1, 'count_606826647': 9, 'count_606826651': 40, 'count_606826655': 5, 'count_606826659': 13, 'count_732': 11, 'count_436': 3, 'count_88': 5, 'count_576073704': 3, 'count_262': 4, 'count_797': 3, 'count_181': 2, 'count_564': 2, 'count_258': 5, 'count_477': 1}"
697,AA0698,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,121,"{'count_121': 5, 'count_613': 14, 'count_733': 26, 'count_1020': 8, 'count_549': 5, 'count_1029': 4, 'count_218': 14, 'count_325': 1, 'count_575': 1, 'count_215': 1, 'count_560581551': 1, 'count_262': 2, 'count_484682524': 4, 'count_778': 11, 'count_484682520': 1, 'count_74': 1}"
698,AA0699,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,74,"{'count_613': 32, 'count_74': 63, 'count_233': 4, 'count_484682520': 3, 'count_778': 1, 'count_312782594': 6, 'count_121': 2, 'count_312782590': 4, 'count_312782648': 1, 'count_289': 1}"
699,AA0700,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_664': 95, 'count_139': 1, 'count_52': 2, 'count_543': 14, 'count_727': 27, 'count_502': 9, 'count_1084': 1, 'count_743': 6}"
700,AA0701,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_502': 8, 'count_484682470': 5, 'count_727': 63, 'count_139': 4, 'count_1089': 2, 'count_664': 12, 'count_743': 2, 'count_543': 3}"
701,AA0702,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,484682470,"{'count_484682470': 3, 'count_797': 2, 'count_262': 4, 'count_436': 4, 'count_181': 53, 'count_560581559': 12, 'count_549': 1, 'count_1077': 5, 'count_366': 1}"
702,AA0703,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_843': 13, 'count_727': 54, 'count_1089': 6, 'count_743': 19, 'count_664': 26, 'count_543': 15, 'count_1084': 2, 'count_502': 6}"
703,AA0704,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_502': 5, 'count_564': 2, 'count_603': 1, 'count_255': 77, 'count_1096': 4, 'count_181': 2, 'count_1104': 3, 'count_629': 3, 'count_549': 1}"
704,AA0705,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,10703,"{'count_1084': 2, 'count_502': 16, 'count_52': 39, 'count_727': 8, 'count_526': 2, 'count_543': 10, 'count_664': 23, 'count_1089': 1, 'count_20': 3, 'count_139': 5, 'count_28': 3}"
705,AA0706,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,502,"{'count_502': 3, 'count_1084': 2, 'count_382': 3, 'count_10703': 5, 'count_463': 19, 'count_632': 3, 'count_10704': 2, 'count_1089': 1}"
706,AA0707,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_664': 69, 'count_727': 57, 'count_543': 19, 'count_1084': 7, 'count_502': 2, 'count_28': 1, 'count_526': 1, 'count_1089': 1, 'count_743': 2, 'count_843': 1}"
707,AA0708,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_727': 36, 'count_664': 36, 'count_543': 29, 'count_743': 2, 'count_1084': 1, 'count_526': 5, 'count_1089': 1, 'count_466': 1}"
708,AA0709,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_802': 8, 'count_351': 14, 'count_178': 2, 'count_262': 10, 'count_549': 29, 'count_1009': 2, 'count_797': 2, 'count_436': 2, 'count_718': 1, 'count_1104': 1, 'count_255': 6}"
709,AA0710,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_727': 20, 'count_664': 38, 'count_543': 21, 'count_743': 3, 'count_526': 1, 'count_502': 2, 'count_1084': 1}"
710,AA0711,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,74,"{'count_613': 4, 'count_312782594': 3, 'count_312782590': 6, 'count_902': 12, 'count_312782644': 2, 'count_484682520': 8, 'count_218': 30, 'count_484682524': 4, 'count_1020': 3, 'count_563807435': 1, 'count_262': 3, 'count_178': 1, 'count_74': 2, 'count_377': 1, 'count_312782648': 1}"
711,AA0712,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,74,"{'count_971': 3, 'count_1037': 5, 'count_393': 8, 'count_906': 2, 'count_377': 17, 'count_33': 1, 'count_579': 4, 'count_484682520': 3, 'count_74': 6, 'count_305': 2, 'count_902': 1, 'count_443': 1, 'count_121': 5, 'count_312782648': 2, 'count_729': 1}"
712,AA0713,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_543': 16, 'count_664': 53, 'count_727': 17, 'count_502': 2, 'count_743': 2, 'count_1084': 1}"
713,AA0714,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_1084': 2, 'count_502': 4, 'count_727': 22, 'count_664': 81, 'count_543': 7, 'count_743': 2, 'count_52': 7, 'count_139': 1, 'count_20': 1}"
714,AA0715,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_727': 11, 'count_664': 25, 'count_1084': 2, 'count_502': 3, 'count_743': 2, 'count_543': 13, 'count_1089': 1}"
715,AA0716,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_664': 35, 'count_727': 25, 'count_543': 5, 'count_52': 7, 'count_743': 2, 'count_28': 1, 'count_502': 8, 'count_1084': 4}"
716,AA0717,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1037,"{'count_139': 22, 'count_52': 1, 'count_543': 4, 'count_502': 2, 'count_727': 13, 'count_664': 4}"
717,AA0718,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,629,"{'count_685': 270, 'count_313': 6, 'count_804': 1, 'count_262': 1}"
718,AA0719,2018-04-13 15:28:33,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,ccfv3_25um,685,"{'count_450': 69, 'count_320': 24, 'count_625': 19, 'count_945': 16, 'count_854': 10, 'count_577': 16, 'count_None': 7, 'count_844': 7, 'count_648': 6, 'count_940': 1, 'count_182305693': 1, 'count_484682512': 2, 'count_882': 2, 'count_1030': 1, 'count_943': 6}"
719,AA0720,2018-04-13 15:28:33,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,ccfv3_25um,1084,"{'count_664': 3, 'count_727': 26, 'count_743': 37, 'count_1084': 2, 'count_543': 1, 'count_502': 2}"
